Objeto;Ângulo (°);Distancia (m);Altura (m);Tempo (s);Velocidade Média (m/s)
aro;5.0;0.2;0.0174311485495316;0.8074;0.2477086945751796
aro;5.0;0.1;0.0087155742747658;0.5283;0.18928639030853683
aro;5.0;0.1;0.0087155742747658;0.5265;0.1899335232668566
aro;5.0;0.1;0.0087155742747658;0.524;0.19083969465648856
aro;5.0;0.1;0.0087155742747658;0.5321;0.18793459875963164
aro;5.0;0.1;0.0087155742747658;0.55085;0.18153762367250614
aro;5.0;0.1;0.0087155742747658;0.55355;0.18065215427693976
aro;5.0;0.1;0.0087155742747658;0.54955;0.181967063961423
aro;5.0;0.1;0.0087155742747658;0.55395;0.18052170773535517
aro;5.0;0.1;0.0087155742747658;0.5313;0.18821757952192736
aro;5.0;0.1;0.0087155742747658;0.54315;0.1841112031667127
esfera;10.0;0.4;0.0694592710667721;0.74905;0.5340097456778586
esfera;10.0;0.4;0.0694592710667721;0.76135;0.5253825441649702
esfera;10.0;0.4;0.0694592710667721;0.74715;0.5353677307100315
esfera;10.0;0.4;0.0694592710667721;0.76115;0.5255205938382711
esfera;10.0;0.4;0.0694592710667721;0.7584;0.5274261603375529
esfera;10.0;0.4;0.0694592710667721;0.74585;0.5363008647851445
esfera;10.0;0.4;0.0694592710667721;0.74265;0.5386117282703831
esfera;10.0;0.4;0.0694592710667721;0.7541;0.5304336294921098
esfera;10.0;0.4;0.0694592710667721;0.7505;0.5329780146568954
esfera;10.0;0.4;0.0694592710667721;0.75585;0.5292055301977906
esfera;10.0;0.3;0.0520944533000791;0.6292;0.47679593134138587
esfera;10.0;0.3;0.0520944533000791;0.6154;0.4874878128046799
esfera;10.0;0.3;0.0520944533000791;0.62785;0.47782113562156564
esfera;10.0;0.3;0.0520944533000791;0.6217;0.48254785266205563
esfera;10.0;0.3;0.0520944533000791;0.6254;0.4796929964822514
esfera;10.0;0.3;0.0520944533000791;0.63015;0.47607712449416806
esfera;10.0;0.3;0.0520944533000791;0.63185;0.4747962332832159
esfera;10.0;0.3;0.0520944533000791;0.6348;0.47258979206049145
esfera;10.0;0.3;0.0520944533000791;0.6518;0.4602638846271862
esfera;10.0;0.3;0.0520944533000791;0.62055;0.48344210780759
esfera;10.0;0.2;0.034729635533386;0.49705;0.4023740066391711
esfera;10.0;0.2;0.034729635533386;0.4982;0.4014452027298274
esfera;10.0;0.2;0.034729635533386;0.49805;0.40156610782049995
esfera;10.0;0.2;0.034729635533386;0.4991;0.40072129833700665
esfera;10.0;0.2;0.034729635533386;0.49945;0.4004404845329863
esfera;10.0;0.2;0.034729635533386;0.50835;0.39342972361561923
esfera;10.0;0.2;0.034729635533386;0.49085;0.40745645309157585
esfera;10.0;0.2;0.034729635533386;0.504;0.39682539682539686
esfera;10.0;0.2;0.034729635533386;0.5019;0.3984857541342897
esfera;10.0;0.2;0.034729635533386;0.49955;0.4003603242918627
esfera;10.0;0.1;0.017364817766693;0.34795;0.28739761459979885
esfera;10.0;0.1;0.017364817766693;0.3451;0.28977108084613157
esfera;10.0;0.1;0.017364817766693;0.34675;0.28839221341023796
esfera;10.0;0.1;0.017364817766693;0.3915;0.2554278416347382
esfera;10.0;0.1;0.017364817766693;0.35485;0.2818092151613358
esfera;10.0;0.1;0.017364817766693;0.34155;0.2927829014785536
esfera;10.0;0.1;0.017364817766693;0.35605;0.28085942985535745
esfera;10.0;0.1;0.017364817766693;0.3315;0.30165912518853694
esfera;10.0;0.1;0.017364817766693;0.3406;0.29359953024075164
esfera;10.0;0.1;0.017364817766693;0.3481;0.2872737719046251
cilindro;10.0;0.4;0.0694592710667721;0.78785;0.5077108586659898
cilindro;10.0;0.4;0.0694592710667721;0.77465;0.5163622281030144
cilindro;10.0;0.4;0.0694592710667721;0.8009;0.499438132101386
cilindro;10.0;0.4;0.0694592710667721;0.78605;0.5088734813307042
cilindro;10.0;0.4;0.0694592710667721;0.78855;0.5072601610551012
cilindro;10.0;0.4;0.0694592710667721;0.7734;0.5171967933798811
cilindro;10.0;0.4;0.0694592710667721;0.7773;0.5146018268364853
cilindro;10.0;0.4;0.0694592710667721;0.7958;0.502638853983413
cilindro;10.0;0.4;0.0694592710667721;0.78445;0.5099114028937473
cilindro;10.0;0.4;0.0694592710667721;0.7808;0.5122950819672131
cilindro;10.0;0.3;0.0520944533000791;0.6496;0.4618226600985222
cilindro;10.0;0.3;0.0520944533000791;0.64885;0.4623564768436464
cilindro;10.0;0.3;0.0520944533000791;0.6539;0.45878574705612474
cilindro;10.0;0.3;0.0520944533000791;0.65665;0.45686438742100055
cilindro;10.0;0.3;0.0520944533000791;0.66275;0.4526593738211996
cilindro;10.0;0.3;0.0520944533000791;0.65655;0.4569339730408956
cilindro;10.0;0.3;0.0520944533000791;0.651;0.46082949308755755
cilindro;10.0;0.3;0.0520944533000791;0.65345;0.45910169102456194
cilindro;10.0;0.3;0.0520944533000791;0.65645;0.4570035798613756
cilindro;10.0;0.3;0.0520944533000791;0.6474;0.4633920296570899
cilindro;10.0;0.2;0.034729635533386;0.50715;0.3943606428078478
cilindro;10.0;0.2;0.034729635533386;0.516;0.3875968992248062
cilindro;10.0;0.2;0.034729635533386;0.52085;0.3839877123932034
cilindro;10.0;0.2;0.034729635533386;0.54615;0.36619976197015475
cilindro;10.0;0.2;0.034729635533386;0.5446;0.36724201248622845
cilindro;10.0;0.2;0.034729635533386;0.52575;0.3804089396100808
cilindro;10.0;0.2;0.034729635533386;0.51955;0.3849485131363681
cilindro;10.0;0.2;0.034729635533386;0.5265;0.3798670465337132
cilindro;10.0;0.2;0.034729635533386;0.548;0.36496350364963503
cilindro;10.0;0.2;0.034729635533386;0.52105;0.38384032242587085
cilindro;10.0;0.1;0.017364817766693;0.3532;0.28312570781426954
cilindro;10.0;0.1;0.017364817766693;0.3489;0.2866150759529952
cilindro;10.0;0.1;0.017364817766693;0.3662;0.2730748225013654
cilindro;10.0;0.1;0.017364817766693;0.3554;0.28137310073157007
cilindro;10.0;0.1;0.017364817766693;0.35475;0.28188865398167723
cilindro;10.0;0.1;0.017364817766693;0.35635;0.28062298302230954
cilindro;10.0;0.1;0.017364817766693;0.3503;0.28546959748786754
cilindro;10.0;0.1;0.017364817766693;0.35005;0.28567347521782605
cilindro;10.0;0.1;0.017364817766693;0.3513;0.2846569883290635
cilindro;10.0;0.1;0.017364817766693;0.34905;0.28649190660363844
aro;10.0;0.4;0.0694592710667721;0.8601;0.46506220206952686
aro;10.0;0.4;0.0694592710667721;0.8721;0.4586629973626878
aro;10.0;0.4;0.0694592710667721;0.89475;0.44705224923162895
aro;10.0;0.4;0.0694592710667721;0.8798;0.4546487838145033
aro;10.0;0.4;0.0694592710667721;0.8696;0.45998160073597055
aro;10.0;0.4;0.0694592710667721;0.86245;0.4637950026088469
aro;10.0;0.4;0.0694592710667721;0.8632;0.4633920296570899
aro;10.0;0.4;0.0694592710667721;0.87215;0.45863670240210974
aro;10.0;0.4;0.0694592710667721;0.8734;0.45798030684680563
aro;10.0;0.4;0.0694592710667721;0.8851;0.45192633600723087
aro;10.0;0.3;0.0520944533000791;0.73215;0.4097520999795124
aro;10.0;0.3;0.0520944533000791;0.7336;0.40894220283533256
aro;10.0;0.3;0.0520944533000791;0.7259;0.41328006612481055
aro;10.0;0.3;0.0520944533000791;0.7254;0.4135649296939619
aro;10.0;0.3;0.0520944533000791;0.73505;0.40813550098632745
aro;10.0;0.3;0.0520944533000791;0.7199;0.41672454507570494
aro;10.0;0.3;0.0520944533000791;0.72665;0.41285350581435354
aro;10.0;0.3;0.0520944533000791;0.72755;0.4123427943096694
aro;10.0;0.3;0.0520944533000791;0.7121;0.4212891447830361
aro;10.0;0.3;0.0520944533000791;0.74555;0.4023874991616927
aro;10.0;0.2;0.034729635533386;0.5872;0.3405994550408719
aro;10.0;0.2;0.034729635533386;0.58325;0.34290612944706383
aro;10.0;0.2;0.034729635533386;0.5929;0.337325012649688
aro;10.0;0.2;0.034729635533386;0.57475;0.34797738147020446
aro;10.0;0.2;0.034729635533386;0.58375;0.34261241970021417
aro;10.0;0.2;0.034729635533386;0.58765;0.34033863694375904
aro;10.0;0.2;0.034729635533386;0.59445;0.33644545378080576
aro;10.0;0.2;0.034729635533386;0.57615;0.34713182330990194
aro;10.0;0.2;0.034729635533386;0.57795;0.3460506964270266
aro;10.0;0.2;0.034729635533386;0.58465;0.342085008124519
aro;10.0;0.1;0.017364817766693;0.39235;0.25487447432139676
aro;10.0;0.1;0.017364817766693;0.41455;0.24122542515981188
aro;10.0;0.1;0.017364817766693;0.41065;0.24351637647631805
aro;10.0;0.1;0.017364817766693;0.41005;0.24387269845140835
aro;10.0;0.1;0.017364817766693;0.41435;0.24134186074574637
aro;10.0;0.1;0.017364817766693;0.39515;0.25306845501708214
aro;10.0;0.1;0.017364817766693;0.39325;0.25429116338207247
aro;10.0;0.1;0.017364817766693;0.4158;0.24050024050024052
aro;10.0;0.1;0.017364817766693;0.40905;0.2444688913335778
aro;10.0;0.1;0.017364817766693;0.41715;0.239721922569819
esfera;15.0;0.4;0.1035276180410083;0.6223;0.6427767957576732
esfera;15.0;0.4;0.1035276180410083;0.6232;0.6418485237483954
esfera;15.0;0.4;0.1035276180410083;0.6286;0.6363347120585428
esfera;15.0;0.4;0.1035276180410083;0.6131;0.65242211710977
esfera;15.0;0.4;0.1035276180410083;0.62885;0.6360817365031407
esfera;15.0;0.4;0.1035276180410083;0.62485;0.6401536368728495
esfera;15.0;0.4;0.1035276180410083;0.6252;0.6397952655150353
esfera;15.0;0.4;0.1035276180410083;0.6244;0.6406149903907752
esfera;15.0;0.4;0.1035276180410083;0.62945;0.6354754150448806
esfera;15.0;0.4;0.1035276180410083;0.6238;0.6412311638345624
esfera;15.0;0.3;0.0776457135307562;0.54085;0.5546824443006378
esfera;15.0;0.3;0.0776457135307562;0.5541;0.5414185165132647
esfera;15.0;0.3;0.0776457135307562;0.54495;0.5505092210294522
esfera;15.0;0.3;0.0776457135307562;0.5605;0.5352363960749331
esfera;15.0;0.3;0.0776457135307562;0.5421;0.5534034311012728
esfera;15.0;0.3;0.0776457135307562;0.5415;0.554016620498615
esfera;15.0;0.3;0.0776457135307562;0.5414;0.5541189508681197
esfera;15.0;0.3;0.0776457135307562;0.54815;0.547295448326188
esfera;15.0;0.3;0.0776457135307562;0.5452;0.5502567865003668
esfera;15.0;0.3;0.0776457135307562;0.5437;0.551774875850653
esfera;15.0;0.2;0.0517638090205041;0.4358;0.4589261128958238
esfera;15.0;0.2;0.0517638090205041;0.4381;0.45651677699155446
esfera;15.0;0.2;0.0517638090205041;0.4253;0.4702562896778745
esfera;15.0;0.2;0.0517638090205041;0.4392;0.45537340619307837
esfera;15.0;0.2;0.0517638090205041;0.43145;0.46355313477807397
esfera;15.0;0.2;0.0517638090205041;0.4258;0.4697040864255519
esfera;15.0;0.2;0.0517638090205041;0.41375;0.48338368580060426
esfera;15.0;0.2;0.0517638090205041;0.41885;0.4774979109466396
esfera;15.0;0.2;0.0517638090205041;0.4178;0.47869794159885115
esfera;15.0;0.2;0.0517638090205041;0.4403;0.4542357483533954
esfera;15.0;0.1;0.025881904510252;0.29115;0.34346556757685043
esfera;15.0;0.1;0.025881904510252;0.29365;0.34054146092286736
esfera;15.0;0.1;0.025881904510252;0.3383;0.2955956251847473
esfera;15.0;0.1;0.025881904510252;0.29795;0.3356267830172848
esfera;15.0;0.1;0.025881904510252;0.32535;0.3073613032119257
esfera;15.0;0.1;0.025881904510252;0.2834;0.35285815102328866
esfera;15.0;0.1;0.025881904510252;0.29985;0.33350008337502085
esfera;15.0;0.1;0.025881904510252;0.29045;0.3442933379239112
esfera;15.0;0.1;0.025881904510252;0.299;0.3344481605351171
esfera;15.0;0.1;0.025881904510252;0.2938;0.34036759700476515
cilindro;15.0;0.4;0.1035276180410083;0.641;0.62402496099844
cilindro;15.0;0.4;0.1035276180410083;0.67865;0.5894054372651588
cilindro;15.0;0.4;0.1035276180410083;0.6484;0.6169031462060457
cilindro;15.0;0.4;0.1035276180410083;0.65315;0.6124167495981016
cilindro;15.0;0.4;0.1035276180410083;0.65455;0.6111068673134215
cilindro;15.0;0.4;0.1035276180410083;0.6595;0.6065200909780137
cilindro;15.0;0.4;0.1035276180410083;0.6589;0.6070723933829109
cilindro;15.0;0.4;0.1035276180410083;0.65255;0.6129798482874876
cilindro;15.0;0.4;0.1035276180410083;0.64525;0.6199147617202635
cilindro;15.0;0.4;0.1035276180410083;0.6635;0.6028636021100227
cilindro;15.0;0.3;0.0776457135307562;0.54435;0.5511160099200881
cilindro;15.0;0.3;0.0776457135307562;0.5765;0.5203816131830008
cilindro;15.0;0.3;0.0776457135307562;0.55895;0.5367206369084891
cilindro;15.0;0.3;0.0776457135307562;0.5421;0.5534034311012728
cilindro;15.0;0.3;0.0776457135307562;0.566;0.5300353356890459
cilindro;15.0;0.3;0.0776457135307562;0.55685;0.5387447247912365
cilindro;15.0;0.3;0.0776457135307562;0.54225;0.553250345781466
cilindro;15.0;0.3;0.0776457135307562;0.5438;0.5516734093416698
cilindro;15.0;0.3;0.0776457135307562;0.5744;0.5222841225626741
cilindro;15.0;0.3;0.0776457135307562;0.55345;0.5420543861234077
cilindro;15.0;0.2;0.0517638090205041;0.4368;0.45787545787545786
cilindro;15.0;0.2;0.0517638090205041;0.42455;0.47108703332940766
cilindro;15.0;0.2;0.0517638090205041;0.43045;0.4646300383319782
cilindro;15.0;0.2;0.0517638090205041;0.4386;0.4559963520291838
cilindro;15.0;0.2;0.0517638090205041;0.4381;0.45651677699155446
cilindro;15.0;0.2;0.0517638090205041;0.4312;0.46382189239332094
cilindro;15.0;0.2;0.0517638090205041;0.43;0.4651162790697675
cilindro;15.0;0.2;0.0517638090205041;0.4317;0.4632846884410471
cilindro;15.0;0.2;0.0517638090205041;0.4346;0.4601932811780948
cilindro;15.0;0.2;0.0517638090205041;0.44745;0.44697731590121803
cilindro;15.0;0.1;0.025881904510252;0.3004;0.33288948069241014
cilindro;15.0;0.1;0.025881904510252;0.2986;0.33489618218352313
cilindro;15.0;0.1;0.025881904510252;0.3058;0.3270111183780249
cilindro;15.0;0.1;0.025881904510252;0.2998;0.333555703802535
cilindro;15.0;0.1;0.025881904510252;0.30975;0.3228410008071025
cilindro;15.0;0.1;0.025881904510252;0.3099;0.32268473701193934
cilindro;15.0;0.1;0.025881904510252;0.3057;0.32711808963035655
cilindro;15.0;0.1;0.025881904510252;0.30035;0.332944897619444
cilindro;15.0;0.1;0.025881904510252;0.305;0.3278688524590164
cilindro;15.0;0.1;0.025881904510252;0.2944;0.33967391304347827
aro;15.0;0.4;0.1035276180410083;0.7083;0.5647324579980234
aro;15.0;0.4;0.1035276180410083;0.70845;0.5646128872891524
aro;15.0;0.4;0.1035276180410083;0.73115;0.5470833618272585
aro;15.0;0.4;0.1035276180410083;0.72095;0.5548234967750885
aro;15.0;0.4;0.1035276180410083;0.7155;0.5590496156533893
aro;15.0;0.4;0.1035276180410083;0.72065;0.5550544647193506
aro;15.0;0.4;0.1035276180410083;0.7061;0.5664919983005241
aro;15.0;0.4;0.1035276180410083;0.72825;0.5492619292825267
aro;15.0;0.4;0.1035276180410083;0.72765;0.5497148354291211
aro;15.0;0.4;0.1035276180410083;0.7066;0.5660911406736485
aro;15.0;0.3;0.0776457135307562;0.6273;0.47824007651841227
aro;15.0;0.3;0.0776457135307562;0.6364;0.4714016341923319
aro;15.0;0.3;0.0776457135307562;0.62875;0.47713717693836977
aro;15.0;0.3;0.0776457135307562;0.61965;0.48414427499394813
aro;15.0;0.3;0.0776457135307562;0.63145;0.4750969989706232
aro;15.0;0.3;0.0776457135307562;0.6211;0.48301400740621475
aro;15.0;0.3;0.0776457135307562;0.6195;0.4842615012106537
aro;15.0;0.3;0.0776457135307562;0.6172;0.4860661049902787
aro;15.0;0.3;0.0776457135307562;0.6178;0.4855940433797345
aro;15.0;0.3;0.0776457135307562;0.61335;0.48911714355588165
aro;15.0;0.2;0.0517638090205041;0.4969;0.4024954719259409
aro;15.0;0.2;0.0517638090205041;0.4833;0.4138216428719222
aro;15.0;0.2;0.0517638090205041;0.4993;0.4005607850991388
aro;15.0;0.2;0.0517638090205041;0.498;0.40160642570281124
aro;15.0;0.2;0.0517638090205041;0.4839;0.4133085348212441
aro;15.0;0.2;0.0517638090205041;0.4962;0.40306328093510685
aro;15.0;0.2;0.0517638090205041;0.49385;0.4049812696162803
aro;15.0;0.2;0.0517638090205041;0.49915;0.4006811579685466
aro;15.0;0.2;0.0517638090205041;0.48865;0.40929090350966957
aro;15.0;0.2;0.0517638090205041;0.49325;0.40547389761784086
aro;15.0;0.1;0.025881904510252;0.34215;0.29226947245360224
aro;15.0;0.1;0.025881904510252;0.32975;0.30326004548900687
aro;15.0;0.1;0.025881904510252;0.3459;0.2891008962127783
aro;15.0;0.1;0.025881904510252;0.34;0.29411764705882354
aro;15.0;0.1;0.025881904510252;0.3473;0.2879355024474518
aro;15.0;0.1;0.025881904510252;0.33385;0.29953571963456643
aro;15.0;0.1;0.025881904510252;0.34065;0.2935564362248642
aro;15.0;0.1;0.025881904510252;0.3276;0.3052503052503053
aro;15.0;0.1;0.025881904510252;0.33695;0.2967799376762131
aro;15.0;0.1;0.025881904510252;0.33085;0.30225177572918244
esfera;20.0;0.4;0.1368080573302675;0.54515;0.7337430065119692
esfera;20.0;0.4;0.1368080573302675;0.5351;0.7475238273219958
esfera;20.0;0.4;0.1368080573302675;0.5595;0.7149240393208222
esfera;20.0;0.4;0.1368080573302675;0.53025;0.7543611504007544
esfera;20.0;0.4;0.1368080573302675;0.5395;0.7414272474513439
esfera;20.0;0.4;0.1368080573302675;0.54215;0.7378031909988011
esfera;20.0;0.4;0.1368080573302675;0.5466;0.7317965605561655
esfera;20.0;0.4;0.1368080573302675;0.54845;0.7293281064819036
esfera;20.0;0.4;0.1368080573302675;0.5254;0.7613247049866769
esfera;20.0;0.4;0.1368080573302675;0.55415;0.7218262203374538
esfera;20.0;0.3;0.1026060429977006;0.4326;0.6934812760055479
esfera;20.0;0.3;0.1026060429977006;0.43535;0.6891007235557597
esfera;20.0;0.3;0.1026060429977006;0.4345;0.6904487917146145
esfera;20.0;0.3;0.1026060429977006;0.43955;0.6825162097599817
esfera;20.0;0.3;0.1026060429977006;0.4265;0.7033997655334114
esfera;20.0;0.3;0.1026060429977006;0.43005;0.6975933031042902
esfera;20.0;0.3;0.1026060429977006;0.43325;0.6924408540103866
esfera;20.0;0.3;0.1026060429977006;0.4405;0.681044267877412
esfera;20.0;0.3;0.1026060429977006;0.4264;0.7035647279549718
esfera;20.0;0.3;0.1026060429977006;0.431;0.6960556844547564
esfera;20.0;0.2;0.0684040286651337;0.3683;0.5430355688297583
esfera;20.0;0.2;0.0684040286651337;0.37535;0.5328360197149328
esfera;20.0;0.2;0.0684040286651337;0.3616;0.5530973451327434
esfera;20.0;0.2;0.0684040286651337;0.36225;0.5521048999309869
esfera;20.0;0.2;0.0684040286651337;0.36675;0.5453306066803
esfera;20.0;0.2;0.0684040286651337;0.357;0.5602240896358543
esfera;20.0;0.2;0.0684040286651337;0.3548;0.5636978579481399
esfera;20.0;0.2;0.0684040286651337;0.3623;0.5520287054926857
esfera;20.0;0.2;0.0684040286651337;0.35825;0.5582693649685974
esfera;20.0;0.2;0.0684040286651337;0.3638;0.5497526113249038
esfera;20.0;0.1;0.0342020143325668;0.24345;0.4107619634421853
esfera;20.0;0.1;0.0342020143325668;0.24465;0.4087471898630697
esfera;20.0;0.1;0.0342020143325668;0.26225;0.38131553860819833
esfera;20.0;0.1;0.0342020143325668;0.2455;0.4073319755600815
esfera;20.0;0.1;0.0342020143325668;0.24325;0.41109969167523125
esfera;20.0;0.1;0.0342020143325668;0.2364;0.4230118443316413
esfera;20.0;0.1;0.0342020143325668;0.2472;0.4045307443365696
esfera;20.0;0.1;0.0342020143325668;0.2352;0.4251700680272109
esfera;20.0;0.1;0.0342020143325668;0.2356;0.4244482173174873
esfera;20.0;0.1;0.0342020143325668;0.2365;0.4228329809725159
cilindro;20.0;0.4;0.1368080573302675;0.57145;0.6999737509843381
cilindro;20.0;0.4;0.1368080573302675;0.5657;0.7070885628424961
cilindro;20.0;0.4;0.1368080573302675;0.5676;0.7047216349541932
cilindro;20.0;0.4;0.1368080573302675;0.55465;0.7211755160912288
cilindro;20.0;0.4;0.1368080573302675;0.58745;0.6809090135330667
cilindro;20.0;0.4;0.1368080573302675;0.56565;0.7071510651462919
cilindro;20.0;0.4;0.1368080573302675;0.5563;0.7190364911019235
cilindro;20.0;0.4;0.1368080573302675;0.5584;0.7163323782234957
cilindro;20.0;0.4;0.1368080573302675;0.5873;0.6810829218457347
cilindro;20.0;0.4;0.1368080573302675;0.5739;0.696985537550096
cilindro;20.0;0.3;0.1026060429977006;0.47385;0.6331117442228553
cilindro;20.0;0.3;0.1026060429977006;0.46545;0.6445375443119562
cilindro;20.0;0.3;0.1026060429977006;0.46015;0.6519613169618602
cilindro;20.0;0.3;0.1026060429977006;0.45235;0.6632032718028076
cilindro;20.0;0.3;0.1026060429977006;0.47335;0.6337805006865955
cilindro;20.0;0.3;0.1026060429977006;0.46885;0.6398634957875653
cilindro;20.0;0.3;0.1026060429977006;0.47105;0.6368750663411527
cilindro;20.0;0.3;0.1026060429977006;0.4717;0.6359974560101759
cilindro;20.0;0.3;0.1026060429977006;0.4672;0.6421232876712328
cilindro;20.0;0.3;0.1026060429977006;0.46655;0.6430178973314756
cilindro;20.0;0.2;0.0684040286651337;0.36225;0.5521048999309869
cilindro;20.0;0.2;0.0684040286651337;0.36955;0.541198755242863
cilindro;20.0;0.2;0.0684040286651337;0.36455;0.548621588259498
cilindro;20.0;0.2;0.0684040286651337;0.3678;0.5437737901033171
cilindro;20.0;0.2;0.0684040286651337;0.3661;0.5462988254575253
cilindro;20.0;0.2;0.0684040286651337;0.3683;0.5430355688297583
cilindro;20.0;0.2;0.0684040286651337;0.36755;0.5441436539246362
cilindro;20.0;0.2;0.0684040286651337;0.36415;0.5492242207881368
cilindro;20.0;0.2;0.0684040286651337;0.37125;0.5387205387205387
cilindro;20.0;0.2;0.0684040286651337;0.35115;0.5695571693008685
cilindro;20.0;0.1;0.0342020143325668;0.2654;0.37678975131876413
cilindro;20.0;0.1;0.0342020143325668;0.25005;0.39992001599680066
cilindro;20.0;0.1;0.0342020143325668;0.24675;0.4052684903748734
cilindro;20.0;0.1;0.0342020143325668;0.2486;0.4022526146419952
cilindro;20.0;0.1;0.0342020143325668;0.2537;0.39416633819471825
cilindro;20.0;0.1;0.0342020143325668;0.242;0.4132231404958678
cilindro;20.0;0.1;0.0342020143325668;0.242;0.4132231404958678
cilindro;20.0;0.1;0.0342020143325668;0.24785;0.403469840629413
cilindro;20.0;0.1;0.0342020143325668;0.25245;0.3961180431768667
cilindro;20.0;0.1;0.0342020143325668;0.25335;0.3947108742845865
aro;20.0;0.4;0.1368080573302675;0.6068;0.6591957811470007
aro;20.0;0.4;0.1368080573302675;0.60995;0.6557914583162555
aro;20.0;0.4;0.1368080573302675;0.61605;0.649297946595244
aro;20.0;0.4;0.1368080573302675;0.6118;0.6538084341288003
aro;20.0;0.4;0.1368080573302675;0.6055;0.6606110652353426
aro;20.0;0.4;0.1368080573302675;0.60645;0.6595762222771869
aro;20.0;0.4;0.1368080573302675;0.62385;0.641179770778232
aro;20.0;0.4;0.1368080573302675;0.61945;0.6457341189765116
aro;20.0;0.4;0.1368080573302675;0.606;0.6600660066006602
aro;20.0;0.4;0.1368080573302675;0.61045;0.6552543205831763
aro;20.0;0.3;0.1026060429977006;0.4847;0.6189395502372601
aro;20.0;0.3;0.1026060429977006;0.4903;0.611870283499898
aro;20.0;0.3;0.1026060429977006;0.4996;0.600480384307446
aro;20.0;0.3;0.1026060429977006;0.49285;0.6087044739778837
aro;20.0;0.3;0.1026060429977006;0.4947;0.6064281382656156
aro;20.0;0.3;0.1026060429977006;0.49045;0.611683148129269
aro;20.0;0.3;0.1026060429977006;0.48395;0.6198987498708545
aro;20.0;0.3;0.1026060429977006;0.49665;0.6040471156750227
aro;20.0;0.3;0.1026060429977006;0.47685;0.6291286568103177
aro;20.0;0.3;0.1026060429977006;0.50975;0.5885237861696909
aro;20.0;0.2;0.0684040286651337;0.39155;0.5107904482186183
aro;20.0;0.2;0.0684040286651337;0.3881;0.515331100231899
aro;20.0;0.2;0.0684040286651337;0.40505;0.4937662017034934
aro;20.0;0.2;0.0684040286651337;0.39615;0.5048592704783542
aro;20.0;0.2;0.0684040286651337;0.39945;0.5006884466140944
aro;20.0;0.2;0.0684040286651337;0.38935;0.5136766405547708
aro;20.0;0.2;0.0684040286651337;0.4034;0.495785820525533
aro;20.0;0.2;0.0684040286651337;0.3876;0.5159958720330238
aro;20.0;0.2;0.0684040286651337;0.40195;0.49757432516482153
aro;20.0;0.2;0.0684040286651337;0.4041;0.4949269982677555
aro;20.0;0.1;0.0342020143325668;0.26835;0.3726476616359233
aro;20.0;0.1;0.0342020143325668;0.2629;0.3803727653100038
aro;20.0;0.1;0.0342020143325668;0.27235;0.367174591518267
aro;20.0;0.1;0.0342020143325668;0.2546;0.3927729772191674
aro;20.0;0.1;0.0342020143325668;0.26605;0.3758691975192633
aro;20.0;0.1;0.0342020143325668;0.2573;0.38865137971239805
aro;20.0;0.1;0.0342020143325668;0.2591;0.38595137012736397
aro;20.0;0.1;0.0342020143325668;0.25915;0.3858769052672198
aro;20.0;0.1;0.0342020143325668;0.2572;0.3888024883359254
aro;20.0;0.1;0.0342020143325668;0.27335;0.3658313517468447
